SITE NAME,GLOBAL ID,SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
"KOPPERS, INC.",L10008163078,LAND DISPOSAL SITE,OPEN - INACTIVE,3501 COLLINS AVENUE,RICHMOND,37.980383,-122.353709
L AND D LANDFILL COMPANY,L10004137499,LAND DISPOSAL SITE,OPEN - OPERATING,8635 FRUITRIDGE RD,SACRAMENTO,38.52933,-121.379071
L.A. BY-PRODUCTS - NEWBERRY,T10000004870,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/NO MONITORING,"WICKS STREET, ARLETA AVENUE AND ROSCOE BLVD",SUN VALLEY,34.22070479,-118.3760692
L.A. BY-PRODUCTS - SANTA FE SPRINGS - NORWALK LANDFILL,T10000004306,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,9615 SOUTH NORWALK BLVD,SANTA FE SPRINGS,33.952661,-118.074208
L.A. BY-PRODUCTS SLAUSON LANDFILL,T10000004307,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,7136 EAST SLAUSON AVENUE,COMMERCE,33.97892388,-118.1364678
LA HABRA (DISPOSAL 1)  LANDFILL (INACTIVE),L10001927426,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,SE CORNER OF LAMBERT & IDAHO,LA HABRA,33.92277942,-117.9579091
LACY'S STREET DUMP,T10000004864,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,400 26TH AVENUE,LOS ANGELES,34.08258721,-118.2199676
LAGUNA BEACH CITY DUMP,L10006439334,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,20000 BLOCK OF LAGUNA CANYON ROAD,LAGUNA BEACH,33.58151859,-117.7607775
LAKE CITY SWDS OLD,L10008644871,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,100 COUNTY ROAD 15C,LAKE CITY,41.63084378,-120.138305
LAKE HENSHAW RESORT LANDFILL,L10004315396,LAND DISPOSAL SITE,OPEN - CLOSING/WITH MONITORING,1/2 MILE N OF RESORT,WARNER SPRINGS,33.19955415,-116.7315388
LAKE PILLSBURY PINES BURN DUMP,T0603391305,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,LAKE PILLSBURY,39.417,-122.966
LAKE SAN ANTONIO CLOSED SWDS,L10005444338,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,2610 SAN ANTONIO,BRADLEY,35.830131,-120.976132
LAKE SAN ANTONIO SO CLOSED SWDS,L10001635569,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2610 SAN ANTONIO,BRADLEY,35.830134,-120.976117
LAKESIDE LAND CO.,L10006905197,LAND DISPOSAL SITE,OPEN - VERIFICATION MONITORING,1161 RIVERSIDE DRIVE,LAKESIDE,32.863655,-116.939674
LAKEVIEW LANDFILL,T10000005098,LAND DISPOSAL SITE,OPEN - INACTIVE,SW CORNER OF MARVIN ROAD & DAVIS ROAD,LAKEVIEW,33.8451289,-117.1208206
LAMB CANYON COMPOSTING FACILITY,T10000013768,LAND DISPOSAL SITE,OPEN - OPERATING,16411 STATE HIGHWAY 79,BEAUMONT,33.887187,-116.998919
LAMB CANYON LANDFILL,L10004177173,LAND DISPOSAL SITE,OPEN - OPERATING,16411 STATE HWY 79 (AKA LAMB CANYON RD.),BEAUMONT,33.88250054,-116.9985737
LAMONT MINE,L10002444990,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,27850 E BUTTE AVE,RANDSBURG,35.368041,-117.654512
LANCASTER CLASS III LANDFILL & RECYCLING CENTER,L10009466231,LAND DISPOSAL SITE,OPEN - OPERATING,600 EAST AVE F,LANCASTER,34.74425732,-118.1175971
LANDERS CLASS III WMF   02-127,L10003011090,LAND DISPOSAL SITE,OPEN - OPERATING,59200 WINTERS RD,LANDERS,34.23707079,-116.3719972
LANDFILL - 1,L10007758476,LAND DISPOSAL SITE,OPEN,RD 18 1/2 & AVE 25,CHOWCHILLA,37.113795,-120.21106
LANDFILL - 2,L10009555701,LAND DISPOSAL SITE,OPEN,RD 15 1/2 & AVE 24,CHOWCHILLA,37.099482,-120.263869
"LANDFILL SITE 2, STONYFORD SWD",L10007881027,LAND DISPOSAL SITE,OPEN - OPERATING,E. OF LADOGA STONYFORD RD,STONYFORD,39.36040914,-122.544532
"LANDFILL, CERRO VILLA HEIGHTS",L10005556356,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,CREST DE VILLE,ORANGE,33.82555,-117.79113
"LANDFILL, CONROCK",L10004317706,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,8747 LIME,FONTANA,34.096016,-117.461385
"LANDFILL, GRANITE PIT MINE (INERT)",T10000003518,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,SOUTH OF MOUNTAIN VIEW AVE. / EAST OF FREMONT STREET,RIVERSIDE,33.95975315,-117.4359083
"LANDFILL, GUYAUX",T10000006307,LAND DISPOSAL SITE,OPEN - INACTIVE,FLORES ST & FERNANDO ST,COLTON,34.0538869,-117.3218488
"LANDFILL, LA VETA",L10009502647,LAND DISPOSAL SITE,OPEN - INACTIVE,LA VETA AND YORBA DISPOSAL SITES,ORANGE,33.78321719,-117.8327672
"LANDFILL, NEWPORT TERRACE",L10005097371,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,NORTHWEST OF 19TH & SUNDANCE DR.,NEWPORT BEACH,33.6436,-117.9449
"LANDFILL, VALLE VISTA",T10000006468,LAND DISPOSAL SITE,OPEN - ELIGIBLE FOR CLOSURE,MOUNTAIN AVE. & CEDAR AVE,RIVERSIDE,33.76203892,-116.8992216
"LANDFILL,BRUCE BROS.PIT",L10008541763,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,TALBERT AND GOTHARD STREETS,HUNTINGTON BEACH,33.69799383,-118.0034637
"LANDFILL,CANAL STREET-INACTIVE",L10007117451,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,3200 E. FRONTERA,ANAHEIM,33.8485,-117.8514
"LANDFILL,COLTON",L10001410356,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1280 JEFFERSON LANE,COLTON,34.0453,-117.346
"LANDFILL,INERT GORDON ENGLISH",L10004574469,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,28992 SAN TIMOTEO CANYON,REDLANDS,34.00625234,-117.1696696
"LANDFILL,INERT PHD FARMS",L10008656173,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,29455 LIVE OAK CANYON,REDLANDS,34.00239117,-117.1481757
"LANDFILL,LONGSDON PIT",L10004630722,LAND DISPOSAL SITE,OPEN - INACTIVE,CHAPMAN AVE & HARBOR BLVD,ANAHEIM,33.7898122,-117.9184055
"LANDFILL,MIRA LOMA",L10004834158,LAND DISPOSAL SITE,OPEN - INACTIVE,COUNTRY VILLAGE ROAD & GRANITE HILL DRIVE,MIRA LOMA,34.023231,-117.506969
"LANDFILL,OLINDA ALPHA",L10004560081,LAND DISPOSAL SITE,OPEN - OPERATING,1942  NORTH VALENCIA AVENUE,BREA,33.93948316,-117.8348202
"LANDFILL,OLINDA NO 23 (OLD)",L10009404164,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,VALENCIA,BREA,33.934,-117.841
"LANDFILL,PANORAMA-INERT (CLOSED)",L10006825063,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,4800 PANORAMA,RIVERSIDE,33.963,-117.378
"LANDFILL,SAN BDNO,INERT",L10008773660,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,7TH,SAN BERNARDINO,34.112372,-117.250214
"LANDFILL,SIVERADO CANYON",L10007154347,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,SANTIAGO CANYON,VILLA PARK,33.74833,-117.66918
"LANDFILL,STANTON STATION NO. 8",L10007256603,LAND DISPOSAL SITE,OPEN - INACTIVE,11232 KNOTT,STANTON,33.799384,-118.011058
"LANDFILL,UPLAND-INERT, 700 ARR",L10001025461,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,700  ARROW ROUTE,UPLAND,34.09795115,-117.6929063
"LANDFILL,UPLAND-INERT-2430 ARR",L10004829182,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2430  ARROW ROUTE,UPLAND,34.0977,-117.7005
"LANDFILL,VERDEMONT/CAJON-INACT",L10002331177,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,CAJON BOULEVARD,DEVORE,34.19023903,-117.3704958
"LANDFILL,W 7TH,SAN BERDO,INERT",L10007529347,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,WEST 7TH STREET,SAN BERNARDINO,34.112041,-117.316807
LANDMARK SOILS REMEDIATION,L10002227740,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,242 LIVE OAK,IRWINDALE,34.11139391,-118.0001775
LANE ROAD LANDFILL (INACTIVE),L10002492994,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,1 ETHEL COPLEN WAY,IRVINE,33.66553907,-117.8332041
LANG MINE - TICK CANYON,T10000005492,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,UNKNOWN,VASQUEZ ROCKS,34.48113487,-118.3650473
LAS PULGAS SANITARY LANDFILL,L10009449664,LAND DISPOSAL SITE,OPEN - OPERATING,"BASILONE RD, N OF CP PULGAS",CAMP PENDLETON,33.365436,-117.420534
LATHROP AGRI CHEMICAL PLANT,L10003743799,LAND DISPOSAL SITE,OPEN,16777 HOWLAND,LATHROP,37.809847,-121.275358
LATHROP FACILITY,L10009338915,LAND DISPOSAL SITE,OPEN,342 ROTH,LATHROP,37.855601,-121.274935
LEBEC CEMENT PLANT - NATIONAL CEMENT,L10006923234,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,,LEBEC,34.81961839,-118.7588895
LEBEC SANITARY LANDFILL,L10005571106,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,300 LANDFILL,LEBEC,34.82674,-118.885564
LEDGER NO. 2,T10000005485,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,NW CORNER OF GLENOAKS BLVD AND MONTAGUE ST,SUN VALLEY,34.25879367,-118.3963853
LEHIGH SOUTHWEST CEMENT CO,L10003385754,LAND DISPOSAL SITE,OPEN,13573  TEHACHAPI BLVD,TEHACHAPI,35.121472,-118.37061
LENWOOD-HINKLEY LANDFILL,L10001573087,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,4 MI NW OF BARSTOW,HINKLEY,34.93942227,-117.1070051
LEWIS ROAD CLOSED LANDFILL,L10009786549,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,LEWIS ROAD,WATSONVILLE,36.881234,-121.700964
LIBERTY COMPOSTING FACILITY,L10004748466,LAND DISPOSAL SITE,OPEN - OPERATING,"12421 HOLLOWAY RD, PO BOX 5",LOST HILLS,35.70090662,-119.8186274
LIBERTY HILL MINE,T10000016148,LAND DISPOSAL SITE,OPEN - INACTIVE,APPROXIMATELY 2 MILES NORTH OF THE CITY OF ALTA,ALTA,39.2351761,-120.8182722
LIMONEIRA/AGROMIN AGRICULTURAL COMPOSTING OPERATION,T10000010023,LAND DISPOSAL SITE,OPEN - ACTIVE,EDWARDS RANCH ROAD,SANTA PAULA,34.30312899,-119.1260729
LINCOLN LANDFILL,L10003287628,LAND DISPOSAL SITE,OPEN,VIRGINIATOWN ROAD,LINCOLN,38.90029452,-121.2669537
LINCOLN MINE,L10004608567,LAND DISPOSAL SITE,OPEN,11500 STRINGBEAN ALLEY,SUTTER CREEK,38.410201,-120.813866
LINDSAY OLIVE PLANT,L10002737086,LAND DISPOSAL SITE,OPEN,650 TULARE,LINDSAY,36.20997047,-119.0974247
"LINDSAY, C.J. SUMP",T10000004879,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,2 MILES SOUTHWEST OF SANTA PAULA,SANTA PAULA,34.31562153,-119.0994205
"LITTLE CREEK PROPERTIES, INC. - SALISBURY LEASE",T10000008071,LAND DISPOSAL SITE,OPEN - ASSESSMENT & INTERIM REMEDIAL ACTION,HC 3 BOX 14,BAKERSFIELD,35.63177,-118.96989
LIVINGSTON - ASCON CONSTRUCTION,T10000005543,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,"BETWEEN LOMITA BL AND SANDISON ST., WEST OF BLINN ST",WILMINGTON,33.79777873,-118.2468434
LIVINGSTON WINERY - COMPOST,L10009389657,LAND DISPOSAL SITE,OPEN,18000 RIVER,LIVINGSTON,37.38082165,-120.8123519
LOCKHEED SUNNYVALE - PWTRF,L10006914105,LAND DISPOSAL SITE,OPEN - OPERATING,1111 LOCKHEED MARTIN,SUNNYVALE,37.42010141,-122.0291753
LOCKWOOD DISPOSAL SITE,L10007421643,LAND DISPOSAL SITE,OPEN - INACTIVE,LOCKWOOD SAN ARDO RD,LOCKWOOD,35.956756,-121.059819
LOKERN FARMS COMPOSTING,L10005342702,LAND DISPOSAL SITE,OPEN,"LOKERN RD, EAST HWY 33",BUTTONWILLOW,35.39838423,-119.7234878
LOMPOC SOLID WASTE DISP SITE,L10008948495,LAND DISPOSAL SITE,OPEN - OPERATING,"BADGER RD, S OF OLIVE AVE",LOMPOC,34.62555,-120.48298
LONE PINE CLASS III LANDFILL,L10004954914,LAND DISPOSAL SITE,OPEN - OPERATING,0.5 SE OF LONE PINE,LONE PINE,36.59301372,-118.0361867
LOOMIS LANDFILL,L10005020298,LAND DISPOSAL SITE,OPEN,END OF WINTERS RD & KING RD,LOOMIS,38.82138167,-121.1752767
LOPEZ AGRICULTURAL SERVICES,T10000011361,LAND DISPOSAL SITE,OPEN - OPERATING,11499 FLORIN ROAD,SACRAMENTO,38.5018,-121.25333
LOPEZ CANYON LANDFILL,L10001048735,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,11950 LOPEZ CYN,LOS ANGELES,34.2937761,-118.392198
LOS BANOS MUNICIPAL AIRPORT,L10001271965,LAND DISPOSAL SITE,OPEN,HWY 152 & WEST ST,LOS BANOS,37.06158927,-120.8710611
LOS OSOS CLOSED LANDFILL,L10004709809,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,2295 TURRI RD,SAN LUIS OBISPO,35.32107808,-120.8028531
LOST HILLS SANITARY LANDFILL,L10002534140,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,14251 HOLLOWAY,LOST HILLS,35.63113854,-119.7573025
LOST LAKE LANDFILL,L10009304533,LAND DISPOSAL SITE,OPEN,FRIANT,FRIANT,36.960992,-119.727817
LOUISIANA PACIFIC ALDERPOINT WOODWASTE D,T0602391285,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,ALDERPOINT,40.166,-123.616
LOUISIANA PACIFIC LANDFILL #3,T0604591383,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,25500 HIGHWAY 101,WILLITS,39.481123,-123.362709
LOUISIANA PACIFIC LANDFILL #4,T0604591384,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,25500 HIGHWAY 101,WILLITS,39.481123,-123.362709
LOWER BRUSH CREEK MINE,T10000016151,LAND DISPOSAL SITE,UNKNOWN,2 MILES SOUTH OF GOODYEARS BAR SW QUAD SECTION 17,GOODYEARS BAR,39.5125,-120.88778
LOYALTON SANITARY LANDFILL,L10009799269,LAND DISPOSAL SITE,OPEN,1 MI SE OF LOYALTON,LOYALTON,39.67333,-120.22167
LP CASPAR WWDS,L10007702622,LAND DISPOSAL SITE,OPEN,44401 CASPAR-LITTLE LAKE ROAD,CASPAR,39.354061,-123.792725
LP CORP RED BLUFF CLASS III WOODWASTE LANDFILL,L10008146262,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,NOWELL RD,RED BLUFF,40.17214,-122.283129
LP WILLITS WWDS #1,T10000010502,LAND DISPOSAL SITE,OPEN - ACTIVE,HIGHWAY 101,WILLITS,39.44767713,-123.3491347
LP WILLITS WWDS #3,L10009489252,LAND DISPOSAL SITE,OPEN,HIGHWAY 101,WILLITS,39.269892,-123.239511
LP WILLITS WWDS #4,L10007445496,LAND DISPOSAL SITE,OPEN,HIGHWAY 101,WILLITS,39.269892,-123.239511
LTS EQUIPMENT INC. RECYCLING,L10006788506,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,1682 MOUNTAIN VIEW,EL CAJON,32.828532,-116.838832
LUCERNE VALLEY CLOSED WMF,L10006289548,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,CAMP ROCK ROAD,LUCERNE VALLEY,34.51551772,-116.8368638
LUNDEBURG MARYLAND SCHOOL-SWDS,L10007329947,LAND DISPOSAL SITE,OPEN,4088 PORTER CREEK,SANTA ROSA,38.555001,-122.665369
MAARTIN OPERATING PARTNERSHIP,T10000001236,LAND DISPOSAL SITE,OPEN - REFERRED,2717 WEST WASHINGTON,STOCKTON,37.94571,-121.33325
MADELINE SWDS,L10003238783,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,CLARKS VALLEY ROAD,MADELINE,41.04923745,-120.4542161
MADERA MUNICIPAL AIRPORT,L10009481596,LAND DISPOSAL SITE,OPEN - INACTIVE,4020 AVIATION,MADERA,36.99156,-120.106768
"MADERA PARK, LLC",SLT5FZ024599,LAND DISPOSAL SITE,OPEN - REMEDIATION,SOUTHEAST CORNER OF AVENUE 13 & ROAD 26,MADERA,36.93665227,-120.0711036
MADERA PLANT,L10007232548,LAND DISPOSAL SITE,OPEN,24778 AVE 13,MADERA,36.938387,-120.096437
"MADERA, CITY OF, BURN DUMP",L10006064424,LAND DISPOSAL SITE,OPEN,WEST OF ROAD 25 1/2 AND NORTH OF AVENUE 21 1/2,MADERA,37.0639861,-120.0875483
MAGAZINE RD LANDFILL    02-168,L10001958398,LAND DISPOSAL SITE,OPEN,NAVAL AIR FACILITY,EL CENTRO,32.824367,-115.676311
MAIN STREET LANDFILL,L10004389843,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,3441 MAIN STREET,CHULA VISTA,32.594606,-117.05997
"MAKI, ALLAN WOODWASTE DISPOSAL SITE",T0602391143,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,1800 - 1900 ALAMAR WAY,FORTUNA,40.59695,-124.154218
MALAKOFF DIGGINS,T10000014793,LAND DISPOSAL SITE,UNKNOWN,23579 N BLOOMFIELD RD,NEVADA CITY,39.37064288,-120.9159387
MALLARD CREEK COMPOSTING FAC,L10003045549,LAND DISPOSAL SITE,OPEN,4095 DULUTH,ROCKLIN,38.80884,-121.316875
MAMMOTH SPRINGS MINE,T10000016219,LAND DISPOSAL SITE,OPEN - INACTIVE,COUNTY ROUTE S309 TO MAMMOTH SPRINGS RD,ALLEGHANY,39.4861028,-120.8246041
MANN & SONS,L10007132934,LAND DISPOSAL SITE,OPEN,WILLOWS AIRPORT,GLENN COUNTY,39.516945,-122.215249
MANNING PIT QUARRY SITE,L10002323364,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,5155 VINCENT,IRWINDALE,34.10451518,-117.9276059
MANNING PIT SEDIMENT PLACEMENT,L10002239346,LAND DISPOSAL SITE,OPEN - OPERATING,5155 VINCENT,IRWINDALE,34.10128147,-117.9275629
MANTECA COMPOSTING FACILITY,L10002750478,LAND DISPOSAL SITE,OPEN,1273 MOFFAT BLVD,MANTECA,37.784057,-121.197002
MANTECA FACILITY - COMPOSTING,L10001616041,LAND DISPOSAL SITE,OPEN,2403 W. LOUISE AVE,MANTECA,37.812032,-121.188344
MANTECA WWTF,L10001737467,LAND DISPOSAL SITE,OPEN,18800 SPRECKELS,MANTECA,37.79208,-121.196802
"MARBLE CAVERNS, POST-CLOSURE",L10004236671,LAND DISPOSAL SITE,OPEN,18631 LIME KILN,SONORA,37.916294,-120.348887
MARIPOSA COUNTY MUNICIPAL SOLID WASTE LANDFILL,L10008183603,LAND DISPOSAL SITE,OPEN - OPERATING,5593 HWY 49 NORTH,MARIPOSA,37.50342759,-120.0071164
MARKET PLACE LANDFILL,T10000004438,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,6501 EAST PACIFIC COAST HIGHWAY,LONG BEACH,33.75381353,-118.105979
MARSH ROAD LANDFILL,L10008021218,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,FT OF MARSH RD,MENLO PARK,37.49195756,-122.1723297
MARTIN PARK LANDFILL,L10007051677,LAND DISPOSAL SITE,PRE-TITLE 27 CAI - CLOSED/WITH MONITORING,FORESTDALE AVENUE,SAN JOSE,37.33563,-121.8636
MASONITE/ALAN FURBER-CLOVERDALE WOODWAST,T0609791130,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,CLOVERDALE,38.795,-123.006
MASSEY SAND & ROCK (INDIO LF),L10008834150,LAND DISPOSAL SITE,OPEN,38000 MONROE STREET,INDIO,33.77123729,-116.2400192
MATLS RECOVERY FACILITY,L10009235587,LAND DISPOSAL SITE,OPEN,7803 HANFORD-ARMONA,HANFORD,36.313554,-119.684296
MAXSON STREET LANDFILL,L10006664190,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,1600 MAXSON STREET,OCEANSIDE,33.19852172,-117.3665357
MAYFLOWER MINE,T10000016223,LAND DISPOSAL SITE,OPEN - OPERATING,COUNTY HWY S180 W. OF RIDGE RD TO FOREST SERVICE RD,ALLEGHANY,39.4825,-120.83
MAYHEW AGGREGATES LANDFILL,T10000003699,LAND DISPOSAL SITE,OPEN - OPERATING,24890 MAITRI ROAD,CORONA,33.760639,-117.4815863
MAYHEW/ESCONDIDO I BURN SITE,L10009868227,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,1600 BLOCK OF GREENWOOD PLACE,ESCONDIDO,33.0983993,-117.1015839
MCA UNIVERSAL,T10000004451,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,100 UNIVERSAL CITY PLAZA,UNIVERSAL CITY,34.13897615,-118.3522444
MCA UNIVERSAL - LIMITED DUMP,L10004612484,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,100 UNIVERSAL CITY PLAZA,UNIVERSAL CITY (MOVIE STUDIO),34.13906661,-118.352391
MCCLOUD CLASS III LANDFILL,L10007580959,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,SQUAW VALLEY RD,MCCLOUD,41.219611,-122.144498
MCCOURTNEY ROAD LANDFILL,L10004835054,LAND DISPOSAL SITE,OPEN,MCCOURTNEY,GRASS VALLEY,39.16993048,-121.1066294
MCDOWELL DAIRY,L10005862283,LAND DISPOSAL SITE,OPEN,5360 BODEGA AVE.,PETALUMA,38.263454,-122.721664
MCFARLAND-DELANO SAN LANDFILL,L10006481220,LAND DISPOSAL SITE,OPEN - INACTIVE,STRADLEY,DELANO,35.74040116,-119.2540136
MCKITTRICK WASTE TREAT SITE,L10008917084,LAND DISPOSAL SITE,OPEN - OPERATING,56533 HWY 58 W,MCKITTRICK,35.290952,-119.631319
MCLAUGHLIN MINE,L10002904774,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,26775 MORGAN VALLEY,LOWER LAKE,38.87310917,-122.433995
MCNAMARA & PEEPE WOODWASTE DISPOSAL SITE,T0602391129,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,GLENDALE,40.62,-123.82
MCNAMARA & PEEPE WWDS,L10007739641,LAND DISPOSAL SITE,OPEN,1619 GLENDALE RD,ARCATA,40.901652,-124.028215
MEAD VALLEY LANDFILL (CLOSED),L10006711185,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,22376 FORREST ROAD,PERRIS,33.797,-117.2857
MEADOW VISTA LANDFILL,L10002615574,LAND DISPOSAL SITE,OPEN,2950 COMBIE,MEADOW VISTA,39.02389,-121.02408
MECCA II CLS III WMF  01-142,L10007086318,LAND DISPOSAL SITE,OPEN,95250 66TH AVE,MECCA,33.57103266,-116.0028806
MEINERS OAKS WATER DISTRICT,T10000011638,LAND DISPOSAL SITE,OPEN - INACTIVE,2680 MARICOPA HIGHWAY,OJAI,34.46231,-119.27725
MENDOCINO CO CASPAR SWDS,L10004498199,LAND DISPOSAL SITE,OPEN,14100 PRAIRIE,MENDOCINO,39.34456,-123.78013
MENDOCINO CO LAYTONVILLE SWDS,L10002692109,LAND DISPOSAL SITE,OPEN,BRANSCOMB,LAYTONVILLE,39.67017596,-123.5078435
MENDOCINO CO SOUTH COAST SWDS,L10002832594,LAND DISPOSAL SITE,OPEN,40855 FISH ROCK RD E1.5MI OF IVERSON,GUALALA,38.83074446,-123.5428412
MENDOCINO COUNTY - ALBION LANDFILL,T0604591237,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,ALBION,39.215378,-123.712714
MENDOCINO COUNTY - BOONVILLE BURN DUMP,T0604591238,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,BOONVILLE,39.017,-123.389
MENDOCINO COUNTY - COVELO BURN DUMP,T0604591227,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,COVELO,39.799,-123.17
MENDOCINO COUNTY - ELK BURN DUMP,T0604591246,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,ELK,39.161,-123.723
MENDOCINO COUNTY - LEGGETT BURN DUMP,T0604591228,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,LEGGETT,39.847,-123.664
MENDOCINO COUNTY - NAVARRO LANDFILL,T0604591239,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,NAVARRO,39.185,-123.527
MENDOCINO COUNTY - POTTER VALLEY LANDFIL,T0604591229,LAND DISPOSAL SITE,OPEN - SITE ASSESSMENT,,POTTER VALLEY,39.385,-123.069
MENIFEE LANDFILL,T10000009300,LAND DISPOSAL SITE,OPEN - INACTIVE,NW OF SIMPSON ROAD AND MENIFEE ROAD,MENIFEE,33.70718,-117.15398
MERCED CO MOSQUITO ABATEMT -HQ,L10005015999,LAND DISPOSAL SITE,OPEN,3478 BEACHWOOD,MERCED,37.33869,-120.527289
MERCED POWER CLASS II SURF IMP,L10009335752,LAND DISPOSAL SITE,OPEN,SANDY MUSH RD & STATE HWY 59,EL NIDO,37.185816,-120.4916
MESQUITE REGIONAL LANDFILL  (LACSD),L10003347434,LAND DISPOSAL SITE,OPEN - OPERATING,6502 EAST HWY 78,BRAWLEY,33.02985251,-115.0168493
MEYERS LANDFILL,SL0601724846,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,ACROSS FROM ELKS CLUB DR.& PIONEER TRAIL,MEYERS,38.87473873,-119.9877011
MICHAUD AVIATION,L10002856992,LAND DISPOSAL SITE,OPEN,WILLOWS AIRPORT,GLENN COUNTY,39.516945,-122.215249
MID VALLEY DISPOSAL RECYCLING & TRANSFER STATION,T10000011110,LAND DISPOSAL SITE,OPEN - PROPOSED,15300 WEST JENSEN AVENUE,KERMAN,36.71004824,-120.0661171
MID-VALLEY LANDFILL,L10002260603,LAND DISPOSAL SITE,OPEN - OPERATING,2390 N ALDER AVE,RIALTO,34.13963893,-117.4296212
MIDDLE BUTTES PROJECT,L10002272084,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,8941 W BACKUS RD,MOJAVE,34.96147729,-118.2897091
MIDWAY SWDS,L10006784309,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,05 MILES W OF FELLOWS,FELLOWS,35.177439,-119.558748
MILLARD CANYON,T10000009319,LAND DISPOSAL SITE,COMPLETED - CASE CLOSED,3900 CANYON CREST ROAD,ALTADENA,34.20884,-118.16287
MILLIKEN LANDFILL (CLOSED),L10007458441,LAND DISPOSAL SITE,OPEN - CLOSED/WITH MONITORING,2050 S MILLIKEN AVE,ONTARIO,34.0378127,-117.5660843
