SITE NAME,GLOBAL ID,SITE_TYPE,STATUS,ADDRESS,CITY,LATITUDE,LONGITUDE
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 178,DOD100279300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 179,DOD100280600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 18,DOD100280700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 180,DOD100280800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 181,DOD100280900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 182,DOD100282200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 183,DOD100282300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 184,DOD100282400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 185,DOD100282500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 186,DOD100283800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 187,DOD100283900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 188,DOD100284000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 189,DOD100284100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 19,DOD100285400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 190,DOD100285500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 191,DOD100285600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 192,DOD100285700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 193,DOD100287000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 194,DOD100287100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 195,DOD100287200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 196,DOD100287300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 197,DOD100288600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 198,DOD100288700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 199,DOD100288800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 2,DOD100288900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 20,DOD100290100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 200,DOD100290200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 201,DOD100290300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 202,DOD100290400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 203,DOD100291700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 204,DOD100291800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 205,DOD100291900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 21,DOD100292000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 22,DOD100293300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 23,DOD100293400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 24,DOD100293500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 25,DOD100293600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 26,DOD100294700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 27,DOD100294800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 28,DOD100294900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 29,DOD100295000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 3,DOD100296300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 30,DOD100296400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 31,DOD100296500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 32,DOD100296600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 33,DOD100297800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 34,DOD100297900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 35,DOD100298000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 36,DOD100298100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 37,DOD100272700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 38,DOD100272800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 39,DOD100272900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 4,DOD100273000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 40,DOD100293700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 41,DOD100293800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 42,DOD100293900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 43,DOD100294000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 44,DOD100295100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 45,DOD100295200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 46,DOD100295300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 47,DOD100295400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 48,DOD100296700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 49,DOD100296800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 5,DOD100296900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 50,DOD100297000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 51,DOD100273100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 52,DOD100273200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 53,DOD100273300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 54,DOD100273400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 55,DOD100274300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 56,DOD100274400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 57,DOD100274500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 58,DOD100274600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 59,DOD100275900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 6,DOD100276000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 60,DOD100276100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 61,DOD100276200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 62,DOD100277800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 63,DOD100277900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 64,DOD100278000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 65,DOD100278100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 66,DOD100279400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 67,DOD100279500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 68,DOD100279600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 69,DOD100279700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 7,DOD100281000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 70,DOD100281100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 71,DOD100281200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 72,DOD100281300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 73,DOD100282600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 74,DOD100282700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 75,DOD100282800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 76,DOD100282900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 77,DOD100284200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 78,DOD100284300,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 79,DOD100284400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 8,DOD100284500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 80,DOD100285800,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 81,DOD100285900,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 82,DOD100286000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 83,DOD100286100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 84,DOD100287400,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 85,DOD100287500,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 86,DOD100287600,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 87,DOD100287700,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 88,DOD100289000,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 89,DOD100289100,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
LONG BEACH NAVAL COMPLEX - LONG BEACH NAVAL COMPLEX - 171 AOC SITES - AOC SITE SAP 9,DOD100289200,MILITARY CLEANUP SITE,COMPLETED - CASE CLOSED,SKIPJACK AVE,LONG BEACH,33.757793,-118.230042
