"TRI FACILITY REPORT","TRI FACILITY ID","FACILITY NAME","ADDRESS","COUNTY NAME","LATITUDELONGITUDE","TOTAL FORMS","LAST FORM","RISK SCREENING","P2 REPORT"
"","90630HYTTD4656L","HYATT DIE CAST & ENGINEERING","4656 LINCOLN AVECYPRESS, CA 90630","ORANGE","33.83163, -118.05158","16","2003","N/A",""
"","92054HYDRN401JO","HYDRANAUTICS","401 JONES RDOCEANSIDE, CA 92058","SAN DIEGO","33.21168, -117.35445","54","2018","Report",""
"","92126HYDRN82708","HYDRANAUTICS","8270 MIRALANI DRSAN DIEGO, CA 92126","SAN DIEGO","32.89559, -117.1432","27","2011","Report",""
"","93706HYDRT1331S","HYDRATECH","1331 S WFRESNO, CA 93706","FRESNO","36.7424, -119.78307","14","2007","N/A",""
"","91342LTHNL12881","HYDREL","12881 BRADLEY AVESYLMAR, CA 91342","LOS ANGELES","34.30393, -118.45789","6","2006","N/A",""
"","93308HYDRL3237P","HYDRIL BAKERSFIELD","3237 PATTON WAYBAKERSFIELD, CA 93308","KERN","35.38958, -119.08327","47","2018","Report",""
"","93291DCHMN163CL","HYDRITE CHEMICAL CO","1603 CLANCY CTVISALIA, CA 93291","TULARE","36.34383, -119.37605","26","2018","Report",""
"","91748NDLXW18111","HYDRO EXTRUDER LLC","18111 E RAILROAD STINDUSTRY, CA 91748","LOS ANGELES","33.99685, -117.909774","39","2018","Report",""
"","93065HYDRS50MOR","HYDRO SYSTEMS INC","50 MORELAND RDSIMI VALLEY, CA 93065","VENTURA","34.27647, -118.79806","6","1990","N/A",""
"","92649THHYP15241","HYPER CORP","15241 TRANSISTOR LNHUNTINGTON BEACH, CA 92649","ORANGE","33.74082, -118.02627","1","1995","N/A",""
"","91977HYSPN1685B","HYSPAN PRECISION PRODUCTS, INC.","1685 BRANDYWINE AVE.CHULA VISTA, CA 91911","SAN DIEGO","32.59555, -117.02937","56","2012","Report",""
"","94545CHMRS23787","I-CHEM RESEARCH INC","23787-F FICHLER STHAYWARD, CA 945452744","ALAMEDA","37.639308, -122.12243","6","1990","N/A",""
"","92621SLSND895BE","IAC INDUSTRIES","895 BEACON STBREA, CA 92821","ORANGE","33.92704, -117.91084","12","2000","N/A",""
"","95193BMXXX56CTT","IBM CORP","5600 COTTLE RDSAN JOSE, CA 95193","SANTA CLARA","37.249472, -121.803778","2","2004","N/A",""
"","95120BMRSR650HA","IBM RESEARCH DIV ALMADEN RESEARCH","650 HARRY RDSAN JOSE, CA 951206099","SANTA CLARA","37.20153, -121.82859","6","1988","N/A",""
"","95035CSNSR1701M","IC SENSORS","1701 MCCARTHY BLVDMILPITAS, CA 950357416","SANTA CLARA","37.40346, -121.91575","4","1991","N/A",""
"","94804CMRCS1200S","ICI AMERICAS INC WESTERN RESEARCH CENTER","1200 S 47TH ST BOX NUMBER 4023RICHMOND, CA 948040023","CONTRA COSTA","37.91662, -122.32901","3","1989","N/A",""
"","90040SNCLR6100S","ICI PAINTS","6100 S GARFIELD AVELOS ANGELES, CA 90040","LOS ANGELES","33.97852, -118.14397","198","2006","N/A",""
"","94080THBRN450EG","ICI PAINTS","450 E GRAND AVESOUTH SAN FRANCISCO, CA 94080","SAN MATEO","37.650923, -122.382979","83","2001","N/A",""
"","92507DVMRN2625D","ICI PAINTS/DEVOE COATINGS CO","2625 DURAHART STRIVERSIDE, CA 92507","RIVERSIDE","33.98803, -117.35065","89","1999","N/A",""
"","94589CRSNS501GR","ICI RESINS US","501 GREEN ISLAND RDVALLEJO, CA 94589","SOLANO","38.19524, -122.26552","10","1988","N/A",""
"","90021DLDYN905EE","IDEAL DYEING & FINISHING INC","905 E 8TH STLOS ANGELES, CA 90021","LOS ANGELES","34.03635, -118.24657","2","1988","N/A",""
"","90222DLMTL1437W","IDEAL METAL PROCESSING CO","1437 W EL SEGUNDO BLVDCOMPTON, CA 90222","LOS ANGELES","33.91623, -118.24692","6","1998","N/A",""
"","91702WYNNL1151W","ILLINOIS TOOL WORKS WYNN'S DIV","1151 W 5TH STAZUSA, CA 91702","LOS ANGELES","34.129913, -117.922389","147","2010","Report",""
"","9211WLLMNX52ILL","ILLUMINA","5200 ILLUMINA WAYSAN DIEGO, CA 92122","SAN DIEGO","32.8701, -117.2","14","2018","Report",""
"","92121LLMNN9885T","ILLUMINA, INC","9885 TOWNE CENTRE DRSAN DIEGO, CA 921211975","SAN DIEGO","32.88586, -117.21601","21","2011","Report",""
"","91505MGTRN3611N","IMAGE TRANSFORM LABS","3611 N SAN FERNANDO BLVDBURBANK, CA 915051043","LOS ANGELES","34.20596, -118.34977","3","1988","N/A",""
"","93012MTNCR30035","IMATION CORP","300 S LEWIS RDCAMARILLO, CA 93012","VENTURA","34.20542, -119.03457","15","2000","N/A",""
"","93010MMGNT30035","IMATION CORP CAMARILLO","350 LEWIS RDCAMARILLO, CA 93012","VENTURA","34.20995, -119.03557","37","2008","Report",""
"","93562KRRMC13200","IMC CHEMICALS INC","13200 MAIN STTRONA, CA 93562","SAN BERNARDINO","35.7633, -117.3803","108","2001","N/A",""
"","90221NDSTR18601","IMC PLASTICS INC","18601 SUSANA RDRANCHO DOMINGUEZ, CA 90221","LOS ANGELES","33.85938, -118.20378","27","1999","N/A",""
"","90023KSRST4060E","IMC VIGORO","4060 E 26TH STVERNON, CA 90023","LOS ANGELES","34.00645, -118.1906","26","1997","N/A",""
"","91719THKRL1462Q","IMCO RECYCLING OF CALIFORNIA, INC","1462 QUARRY RDCORONA, CA 91718","RIVERSIDE","33.877549, -117.543121","7","1996","N/A",""
"","90022WGGNS5000T","IMO DELAVAL INC WIGGINS CONNECTOR DIV","5000 TRIGGS STCITY OF COMMERCE, CA 90022","LOS ANGELES","34.01231, -118.16398","1","1988","N/A",""
"","90058MNDST3211F","IMO INDUSTRIES INC BARKSDALE CONTROLS DIV","3211 FRUITLAND AVELOS ANGELES, CA 90058","LOS ANGELES","33.99657, -118.20889","5","1991","N/A",""
"","95134NTRNT2830N","IMP INC","2830 N 1ST STSAN JOSE, CA 951342071","SANTA CLARA","37.390331, -121.931222","27","1996","N/A",""
"","92243MPRLV187AJ","IMPERIAL VALLEY CHEESE OF CALIFORNIA LLC","1870 A JEFFERY RDEL CENTRO, CA 92243","IMPERIAL","32.7841, -115.760965","2","2005","N/A",""
"","92667PLTCR1223N","IMPRESSIONS POLISHING & PLATING","1223 N BATAVIA STORANGE, CA 92867","ORANGE","33.80791, -117.86173","66","2005","N/A",""
"","94539PLLBR45473","IMT INTERNATIONAL","45473 WARM SPRINGS BLVDFREMONT, CA 94539","ALAMEDA","37.49941, -121.93484","38","2005","N/A",""
"","95076MTKPC1715W","INDALEX INC -WATSONVILLE","1715 W BEACH STWATSONVILLE, CA 95076","SANTA CRUZ","36.89651, -121.77935","66","2007","Report",""
"","95356PCFCL4555N","INDALEX, INC","4555 N STAR WAYMODESTO, CA 95356","STANISLAUS","37.705126, -121.002615","65","2007","Report",""
"","90248NDPND14705","INDEPENDENT INK INC","14705 S AVALON BLVDGARDENA, CA 90248","LOS ANGELES","33.8989, -118.26529","79","2018","Report",""
"","91769NDSTR3880W","INDUSTRIAL ALLOYS INC","3880 W VALLEY BLVDPOMONA, CA 91768","LOS ANGELES","34.04081, -117.81988","14","2000","N/A",""
"","91352NDSTR9121D","INDUSTRIAL BATTERY ENGINEERING","9121 DE GARMO AVESUN VALLEY, CA 91352","LOS ANGELES","34.23454, -118.37425","18","1994","N/A",""
"","91745NDSTR15378","INDUSTRIAL CHEMICAL PRODS, W INC","15378 PROCTOR AVECITY OF INDUSTRY, CA 91745","LOS ANGELES","34.02213, -117.96327","29","1993","N/A",""
"","95023NDSTR191FA","INDUSTRIAL MODELS INC","191 FALLON RDHOLLISTER, CA 95023","SAN BENITO","36.88785, -121.39587","4","1989","N/A",""
"","90631NDSTR1061L","INDUSTRIAL PROCESS EQUIPMENT INC","1061 LESLIE STLA HABRA HEIGHTS, CA 90631","LOS ANGELES","33.918551, -117.940053","2","1998","N/A",""
"","9002WNDSTR17SUT","INDUSTRIAL SERVICE OIL CO","1700 SOUTH SOTOLOS ANGELES, CA 90023","LOS ANGELES","34.01816, -118.2201","14","2018","N/A",""
"","90806NDSTR3200E","INDUSTRIAL ZINC PLATING CORP","3200 E 29TH STLONG BEACH, CA 908062396","LOS ANGELES","33.80692, -118.15345","28","1998","N/A",""
"","95336NDYLC400IN","INDY ELECTRONICS","400 INDUSTRIAL PARK DRMANTECA, CA 953372301","SAN JOAQUIN","37.78684, -121.21194","23","1994","N/A",""
"","90749RCPRD1801A","INEOS POLYPROPYLENE LLC","2384 E 223RD STCARSON, CA 90810","LOS ANGELES","33.82399, -118.23177","168","2018","Report",""
"","92390HXFTM41915","INFINEON TECHNOLOGIES AMERICAS CORP","41915 BUSINESS PARK DRTEMECULA, CA 92590","RIVERSIDE","33.49944, -117.16294","213","2018","Report",""
"","94089NFNRC1322B","INFINERA CORP","1322 BORDEAUX DRSUNNYVALE, CA 94089","SANTA CLARA","37.4142, -122.02168","11","2018","Report",""
"","95133DPTVC1565A","INFINITI SOLUTIONS USA INC","1565-A MABURY RDSAN JOSE, CA 95133","SANTA CLARA","37.36485, -121.87238","40","2010","Report",""
"","9513WNFNTS391N1","INFINITI SOLUTIONS USA INC","3910 N. 1ST STREETSAN JOSE, CA 95134","SANTA CLARA","37.41257, -121.94964","6","2018","Report",""
"","9513WNFNTS165AM","INFINITI SOLUTIONS USA, INC.","1605-A MABURY ROADSAN JOSE, CA 95133","SANTA CLARA","37.36485, -121.87238","2","2012","Report",""
"","92649NFSNS5842R","INFUSION SYSTEMS AMBULATORY INFUSION BUSINESS","5842 RESEARCH DRHUNTINGTON BEACH, CA 92649","ORANGE","33.73412, -118.02648","2","1990","N/A",""
"","90255DRSSR5715B","INGERSOLL DRESSER PUMP CO","5715 BICKETT STHUNTINGTON PARK, CA 90255","LOS ANGELES","33.99078, -118.21617","25","2000","N/A",""
"","93635NGMRP25922","INGOMAR PACKING","9950 S INGOMAR GRADELOS BANOS, CA 93635","MERCED","37.07479, -120.877445","16","2018","Report",""
"","95206CRNPR1021I","INGREDION INC","1021 INDUSTRIAL DRSTOCKTON, CA 95206","SAN JOAQUIN","37.90971, -121.26342","56","2018","Report",""
"","94544NJXND30559","INJEX INDUSTRIES INC","30559 SAN ANTONIO STHAYWARD, CA 94544","ALAMEDA","37.61919, -122.05054","3","1993","N/A",""
"","91740NKCXX1181N","INK CO","1181 NICOLE CTGLENDORA, CA 91740","LOS ANGELES","34.11882, -117.82201","1","1989","N/A",""
"","91761THNKS1493E","INK SPOT","1493 E PHILADELPHIA STONTARIO, CA 91761","SAN BERNARDINO","34.034, -117.62005","5","1993","N/A",""
"","90201NKSYS5698B","INK SYSTEMS INC","5698 BANDINI BLVDBELL, CA 90201","LOS ANGELES","33.99304, -118.16199","1","1989","N/A",""
"","90022NLNDC5991B","INLAND CONTAINER CORP","5991 BANDINI BLVDLOS ANGELES, CA 90040","LOS ANGELES","33.99129, -118.15916","2","1988","N/A",""
"","90670NLNDC11211","INLAND CONTAINER CORP","11211 GREENSTONE AVESANTA FE SPRINGS, CA 90670","LOS ANGELES","33.92964, -118.05811","1","1988","N/A",""
"","94560NLNDC37333","INLAND CONTAINER CORP","37333 CEDAR BLVDNEWARK, CA 945600565","ALAMEDA","37.539863, -122.021957","2","1988","N/A",""
"","95376NLNDC400VA","INLAND CONTAINER CORP","400 W VALPICO RDTRACY, CA 95376","SAN JOAQUIN","37.71058, -121.43005","3","1989","N/A",""
"","93501NNVTV1347P","INNOVATIVE COATING TECHNOLOGY INC","1347 POOLE STMOJAVE, CA 93501","KERN","35.050444, -118.156344","46","2018","Report",""
"","93117PPLDM75ROB","INNOVATIVE MICRO TECHNOLOGY","75 ROBIN HILL RDGOLETA, CA 93117","SANTA BARBARA","34.43614, -119.84641","30","2016","Report",""
"","92807NNVTV495EH","INNOVATIVE ORGANICS","4905 E HUNTER AVEANAHEIM, CA 92807","ORANGE","33.86372, -117.80956","13","2018","Report",""
"","91761NNVTV301SD","INNOVATIVE POLYMER SYSTEMS INC","301 S DOUBLEDAY AVEONTARIO, CA 91761","SAN BERNARDINO","34.06128, -117.56546","22","2004","N/A",""
"","90670NSTFR9445A","INSITUFORM TECHNOLOGIES INC","9445 ANN STSANTA FE SPRINGS, CA 906703797","LOS ANGELES","33.95511, -118.0569","8","1999","N/A",""
"","92631NSLTD2340E","INSULATED SHIPPING CONTAINERS INC","2340 E WALNUT AVEFULLERTON, CA 92631","ORANGE","33.86867, -117.89157","2","1990","N/A",""
"","9562WNSLFM1155B","INSULFOAM","1155 B US INESS PARK DRDIXON, CA 95620","SOLANO","38.45498, -121.81736","6","2016","N/A",""
"","94063TCHDC1602T","INTEGRATED CIRCUIT PACKAGING CORP (DBA COASTAL CIRCUITS)","1602 TACOMA WAYREDWOOD CITY, CA 94063","SAN MATEO","37.49567, -122.23713","32","2014","Report",""
"","93905NTGRT1566M","INTEGRATED DEVICE TECHNOLOGY INC","1566 MOFFETT STSALINAS, CA 93905","MONTEREY","36.66034, -121.61423","34","2000","N/A",""
"","95052NTGRT3236S","INTEGRATED DEVICE TECHNOLOGY INC","3236 SCOTT BLVDSANTA CLARA, CA 95052","SANTA CLARA","37.37929, -121.96985","16","1991","N/A",""
"","95134NTGRT2670S","INTEGRATED DEVICE TECHNOLOGY INC","2670 SEELY RDSAN JOSE, CA 95134","SANTA CLARA","37.39746, -121.91986","21","1998","N/A",""
"","9212WNTGRT6828N","INTEGRATED DNA TECHNOLOGIES","6828 NANCY RIDGE DR SUITE # 400SAN DIEGO, CA 92121","SAN DIEGO","32.8858, -117.17567","13","2018","Report",""
"","9191WDNCST1891N","INTEGRATED ENERGY TECHNOLOGIES INC","757 MAIN STCHULA VISTA, CA 91911","SAN DIEGO","32.593802, -117.01902","17","2017","Report",""
"","95052NTLCR3065B","INTEL CORP BOWERS CAMPUS","3065 BOWERS AVESANTA CLARA, CA 95054","SANTA CLARA","37.37704, -121.97766","11","2018","N/A",""
"","95052NTLCR3601J","INTEL CORP D2 FACILITY","2200 MISSION COLLEGE BLVD.SANTA CLARA, CA 950541537","SANTA CLARA","37.383346, -121.965385","118","2009","Report",""
"","94550NTLCR250NO","INTEL CORP FAB 3","250 N MINES RDLIVERMORE, CA 94550","ALAMEDA","37.693616, -121.746177","23","1991","N/A",""
"","92801NTRCM1380K","INTERCEM CORP","1380 KNOLLWOOD CIRANAHEIM, CA 92801","ORANGE","33.85437, -117.97971","2","1988","N/A",""
"","90220NTRCN550WM","INTERCONTINENTAL ART INC","550 W MANVILLE RDCOMPTON, CA 90220","LOS ANGELES","33.86996, -118.2312","2","2003","N/A",""
"","95240LDFBN1029S","INTERLAKE MATERIAL HANDLING CO INC","1029 S SACRAMENTO STLODI, CA 952404799","SAN JOAQUIN","38.12099, -121.27327","23","1998","N/A",""
"","95838NTRMG4910R","INTERMAG INC","4910 RALEY BLVDSACRAMENTO, CA 95838","SACRAMENTO","38.65726, -121.42915","7","1998","N/A",""
"","91730NTRMT9393A","INTERMETRO INDUSTRIES CORP","9393 ARROW HIGHWAYRANCHO CUCAMONGA, CA 917304538","SAN BERNARDINO","34.09932, -117.60013","26","2003","N/A",""
"","92806NTRNT3701E","INTERNATIONAL CIRCUITS & COMPONENTS INC","3701 E MIRALOMA AVEANAHEIM, CA 92806","ORANGE","33.86273, -117.83949","1","2001","N/A",""
"","90701NTRNT13929","INTERNATIONAL COATINGS CO INC","13929 E 166TH STCERRITOS, CA 90703","LOS ANGELES","33.880625, -118.035631","95","2018","Report",""
"","91502NTRNT135WE","INTERNATIONAL ELECTRONIC RESEARCH CORP","135 W MAGNOLIA BLVDBURBANK, CA 91502","LOS ANGELES","34.17881, -118.31622","3","1989","N/A",""
"","91803NTRNT1000M","INTERNATIONAL EXTRUSION CORP","1000 S. MERIDIAN AVEALHAMBRA, CA 91803","LOS ANGELES","34.08358, -118.15386","101","2009","Report",""
"","95688MRCNHCROCK","INTERNATIONAL HOME FOODS INC","500 CROCKER DRVACAVILLE, CA 95688","SOLANO","38.40583, -121.94743","28","1997","N/A",""
"","95340BRNDL2556W","INTERNATIONAL INBOARD MARINE","2556 W 16TH STMERCED, CA 95340","MERCED","37.309252, -120.50941","8","2007","Report",""
"","95050NTRNT3350V","INTERNATIONAL LEADFRAME CORP","3350 VICTOR CTSANTA CLARA, CA 95050","SANTA CLARA","37.38581, -121.93931","2","1988","N/A",""
"","91733NTRNT1886S","INTERNATIONAL MEDICATION SYSTEMS LTD","1886 SANTA ANITA AVESOUTH EL MONTE, CA 91733","LOS ANGELES","34.049911, -118.042451","2","1989","N/A",""
"","94560NTRNT38083","INTERNATIONAL PAPER CO","38083 CHERRY STNEWARK, CA 94560","ALAMEDA","37.52627, -122.0209","1","1987","N/A",""
"","95133NTRNT1601L","INTERNATIONAL PAPER CO","1601 LAS PLUMAS AVESAN JOSE, CA 95133","SANTA CLARA","37.35975, -121.86933","2","1990","N/A",""
"","95354NTRNT660MA","INTERNATIONAL PAPER CONTAINER DIV","660 MARIPOSA RDMODESTO, CA 95354","STANISLAUS","37.62922, -120.93441","2","1988","N/A",""
"","95380NTRNT1500W","INTERNATIONAL PAPER LIQUID PACKAGING DIV","1500 W MAIN STTURLOCK, CA 95380","STANISLAUS","37.49269, -120.86638","14","1995","N/A",""
"","90245NTRNT233KA","INTERNATIONAL RECTIFIER","233 KANSAS STEL SEGUNDO, CA 90245","LOS ANGELES","33.91826, -118.40052","173","2012","Report",""
"","95050NTRNT227MA","INTERNATIONAL RECTIFIER","2270 MARTIN AVESANTA CLARA, CA 95050","SANTA CLARA","37.36836, -121.96341","5","2008","Report",""
"","9513WNTRNT252JU","INTERNATIONAL RECTIFIER HIREL PRODUCTS","2520 JUNCTION AVESAN JOSE, CA 95134","SANTA CLARA","37.39301, -121.92146","7","2018","Report",""
"","91304NTRNT21612","INTERNATIONAL WALNUT SCANTEC LTD DBA","21612 OSBORNE STCANOGA PARK, CA 91304","LOS ANGELES","34.23366, -118.60113","3","1992","N/A",""
"","90250FLNSL12333","INTERPLASTIC CORP","12335 S VAN NESS AVEHAWTHORNE, CA 90250","LOS ANGELES","33.92036, -118.31783","184","2018","Report",""
"","9278WNTRPL15777","INTERPLEX NASCAL INC","15777 GATEWAY CIRCLETUSTIN, CA 92780","ORANGE","33.71554, -117.8407","6","2017","Report",""
"","9278WNTRPL2961D","INTERPLEX NASCAL INC","2961 DOW AVENUETUSTIN, CA 92780","ORANGE","33.710717, -117.805464","4","2017","Report",""
"","95014NTRSL10900","INTERSIL INC","10900 NTANTAU AVECUPERTINO, CA 95014","SANTA CLARA","37.33514, -122.00537","1","1987","N/A",""
"","92803NTRST707EV","INTERSTATE ELECTRONICS CORP","707 E VERMONT AVEANAHEIM, CA 92803","ORANGE","33.824613, -117.903525","3","1992","N/A",""
"","92805NTRST522EV","INTERSTATE ENGINEERING","522 E VERMONT AVEANAHEIM, CA 928055698","ORANGE","33.824521, -117.90394","9","1997","N/A",""
"","95054VRNSS3560B","INTEVAC INC","3580 BASSETT STSANTA CLARA, CA 950542704","SANTA CLARA","37.38518, -121.95257","11","1994","N/A",""
"","90805RBRTS100WV","INVENSYS CONTROLS","100 W VICTORIA STLONG BEACH, CA 90805","LOS ANGELES","33.86486, -118.20292","54","2007","Report",""
"","90040NXNTR4559S","INX INTERNATIONAL INK CO","4559 SHEILA STCOMMERCE, CA 90040","LOS ANGELES","34.0043, -118.17618","3","2003","N/A",""
"","9067WNXNTR13821","INX INTERNATIONAL INK CO","13821 MARQUARDT AVENUESANTA FE SPRINGS, CA 90670","LOS ANGELES","33.90569, -118.03788","11","2018","N/A",""
"","92631CMPRN2424C","INX INTERNATIONAL INK CO","2424 CYPRESS WAYFULLERTON, CA 92831","ORANGE","33.86123, -117.88786","23","2002","N/A",""
"","93063MDLND1850T","INX INTERNATIONAL INK CO","1850 TAPO STSIMI VALLEY, CA 93063","VENTURA","34.27014, -118.70897","9","1994","N/A",""
"","94577CMPRN1000B","INX INTERNATIONAL INK CO","1000 BEECHER STSAN LEANDRO, CA 945771250","ALAMEDA","37.71999, -122.18357","8","1997","N/A",""
"","95620TRNGL45IND","INX INTERNATIONAL INK CO","405 INDUSTRIAL WAYDIXON, CA 95620","SOLANO","38.45893, -121.8166","18","2017","Report",""
"","95008NCSLT1160D","IONICS ULTRAPURE WATER CORP","1160 DELL AVECAMPBELL, CA 95008","SANTA CLARA","37.26955, -121.95269","0","-","N/A",""
"","9200WSSPHR2282F","IONIS PHARMACEUTICALS INC","2282 FARADAY AVENUECARLSBAD, CA 92008","SAN DIEGO","33.13443, -117.27752","35","2018","Report",""
"","91353PDVSN12243","IPI DIV OF PMC INC","12243 BRANDFORD STSUN VALLEY, CA 913531367","LOS ANGELES","34.25072, -118.39979","1","1987","N/A",""
"","90248PSCRP17109","IPS CORP","17109 S MAIN STGARDENA, CA 90248","LOS ANGELES","33.87627, -118.27555","127","2018","Report",""
"","9271WRVNPL1681C","IRVINE PLANT 21","16081 CONSTRUCTION CIRCLE WESTIRVINE, CA 92714","ORANGE","33.69724, -117.82049","10","2018","Report",""
"","9170WRWNDL13631","IRWINDALE PLANT 13","13631 LIVE OAK AVENUEIRWINDALE, CA 91706","LOS ANGELES","34.107793, -117.977149","10","2018","Report",""
"","94111SHHRC600MO","ISHIHARA CORP USA","600 MONTGOMERY ST 38TH FLOORSAN FRANCISCO, CA 94111","SAN FRANCISCO","37.79507, -122.4032","0","-","N/A",""
"","94541DVNCD401WH","ISOLA","401 WHITNEY PLFREMONT, CA 94539","ALAMEDA","37.46942, -121.92056","58","2008","Report",""
"","95758PLYCL3233D","ISOLA","3233 DWIGHT RDELK GROVE, CA 95758","SACRAMENTO","38.42923, -121.46152","57","2016","Report",""
"","92113SPLGN2145E","ISP SAN DIEGO","2145 E BELT STSAN DIEGO, CA 92113","SAN DIEGO","32.694166, -117.144999","21","2005","N/A",""
"","91342SPTSY12930","ISU PETASYS INC","12930 BRADLEY AVESYLMAR, CA 91342","LOS ANGELES","34.30501, -118.45931","17","2018","Report",""
"","91355TTRSP28150","ITT AEROSPACE CONTROLS","28150 INDUSTRY DRVALENCIA, CA 91355","LOS ANGELES","34.44978, -118.62712","17","2017","Report",""
"","91502TTRSP1200F","ITT AEROSPACE CONTROLS","1200 FLOWER STBURBANK, CA 915022056","LOS ANGELES","34.15955, -118.28682","2","1990","N/A",""
"","91749TTBRT900TU","ITT BARTON","900 S TURNBULL CANYON RDLA PUENTE, CA 917491882","LOS ANGELES","34.01722, -117.97445","3","1995","N/A",""
"","9261WTTCNN56TEC","ITT CANNON LLC","56 TECHNOLOGY DRIRVINE, CA 92618","ORANGE","33.65695, -117.73961","2","2018","Report",""
"","92705TTCNN666EA","ITT CANNON LLC","666 EAST DYER ROADSANTA ANA, CA 92705","ORANGE","33.708559, -117.856653","135","2015","Report",""
"","95401CNNNT5TESC","ITT CANNON LLC DBA BIW CONNECTOR SYSTEMS","500 TESCONI CIRCLESANTA ROSA, CA 95401","SONOMA","38.44999, -122.73485","31","2018","Report",""
"","91409TTGLF7821O","ITT GILFILLAN","7821 ORION AVEVAN NUYS, CA 91409","LOS ANGELES","34.21519, -118.4706","7","1992","N/A",""
"","92626TTJBS1485D","ITT INDUSTRIES INC JABSCO","1485 DALE WAYCOSTA MESA, CA 92626","ORANGE","33.67908, -117.91789","14","2000","N/A",""
"","92610TTNDS20ICO","ITT MARINE & LEISURE GROUP","20 ICONFOOTHILL RANCH, CA 92610","ORANGE","33.66948, -117.6455","6","2005","N/A",""
"","91311TTNDY21411","ITT NEO-DYN","21411 PRAIRIE STCHATSWORTH, CA 913115888","LOS ANGELES","34.23909, -118.59919","3","1992","N/A",""
"","90670CLFRN11525","ITW CIP STAMPINGS","11525 S SHOEMAKER AVESANTA FE SPRINGS, CA 906704612","LOS ANGELES","33.9258, -118.05524","79","2007","Report",""
"","90250TWPLS2701W","ITW PLASTIGLIDE","2701 W EL SEGUNDO BLVDHAWTHORNE, CA 90250","LOS ANGELES","33.91646, -118.32201","2","1988","N/A",""
"","92641PCFCP12271","ITW POLYMERS SEALANTS NA","12271 MONARCH STGARDEN GROVE, CA 92841","ORANGE","33.78446, -118.00582","137","2018","Report",""
"","90058VYHLL4800S","IVY HILL CORP INC","4800 S SANTA FE AVEVERNON, CA 90058","LOS ANGELES","34.00052, -118.23026","10","1995","N/A",""
"","91710WNTRN15044","IWI INTERNATIONAL","15044 LA PALMA DRCHINO, CA 91710","SAN BERNARDINO","33.98089, -117.69161","5","1995","N/A",""
"","91739WPRRW12459","IWPAD INC","12459 ARROW RTEETIWANDA, CA 91739","SAN BERNARDINO","34.099028, -117.53285","12","2000","N/A",""
"","90023GNSPL3498E","J & D ACQUISITION CORP. DBA GE NE'S P LATING","3498 E 14TH STLOS ANGELES, CA 90023","LOS ANGELES","34.01728, -118.20296","100","2006","N/A",""
"","90262JDLMN11705","J & D LAMINATING","11705 YAMAMOTO PLLYNWOOD, CA 90262","LOS ANGELES","33.92683, -118.22843","8","1994","N/A",""
"","92801JHDBR307NE","J & H DEBURRING","307 N EUCLID WAY BLDG HANAHEIM, CA 928016774","ORANGE","33.83399, -117.94164","23","1998","N/A",""
"","91502JMNDZ525SF","J & M ANODIZING INC","525 S FLOWER STBURBANK, CA 91502","LOS ANGELES","34.17437, -118.30719","3","2003","N/A",""
"","90813JHBXT1710W","J H BAXTER & CO","1710 PIER B STLONG BEACH, CA 90813","LOS ANGELES","33.77939, -118.2159","79","2001","N/A",""
"","94510JRSCH849JA","J R SCHNEIDER CO INC","849 JACKSON STBENICIA, CA 94510","SOLANO","38.04634, -122.13993","2","1989","N/A",""
"","93454JRSMP1315S","J R SIMPLOT CO","1315 S BLOSSER RDSANTA MARIA, CA 93456","SANTA BARBARA","34.93775, -120.45383","3","1997","N/A",""
"","93627JRSMP12688","J R SIMPLOT CO","12688 S COLORADO AVEHELM, CA 93627","FRESNO","36.551156, -120.113717","125","2018","Report",""
"","93901SMPLT1219A","J R SIMPLOT CO","1219 ABBOTT STSALINAS, CA 93901","MONTEREY","36.65454, -121.629399","6","1990","N/A",""
"","95330FRSMP16777","J R SIMPLOT CO LATHROP","16777 HOWLAND RDLATHROP, CA 95330","SAN JOAQUIN","37.807058, -121.277465","179","2018","Report",""
"","94544JTBKRPOBOX","J T BAKER INC","995 ZEPHYR AVEHAYWARD, CA 94544","ALAMEDA","37.61143, -122.0457","6","1987","N/A",""
"","96022JFSHC3119T","J.F. SHEA CONSTRUCTION INC ANDERSON COTTONWOOD CONCRETE PR","3119 TRADEWAYCOTTONWOOD, CA 96022","YOLO","40.37965, -122.28156","5","2011","Report",""
"","96064JFSHC881S1","J.F. SHEA CONSTRUCTION INC MONTAGUE ASPHALT","881 S 11TH STMONTAGUE, CA 96064","SISKIYOU","41.719254, -122.534968","14","2010","Report",""
"","96097JFSHC1251S","J.F. SHEA CONSTRUCTION INC SHASTA VALLEY ASPHALT","1251 S FOOTHILL DRYREKA, CA 96097","SISKIYOU","41.735854, -122.595798","1","2006","N/A",""
"","96002JFSHC18975","J.F. SHEA CONSTRUCTION INC SHEA SAND & GRAVEL","18975 SMITH RDREDDING, CA 96002","SHASTA","40.52014, -122.3523","6","2007","Report",""
"","95119JBLCR3GREA","JABIL CIRCUIT INC","30 GREAT OAKS BLVDSAN JOSE, CA 95119","SANTA CLARA","37.23697, -121.77603","15","2015","Report",""
"","95765VRNNC3715A","JABIL CIRCUIT INC ROCKLIN CA","3715 ATHERTON RDROCKLIN, CA 95765","PLACER","38.81692, -121.29231","5","2005","N/A",""
