Facility.Name,Latitude,Longitude
"Kiva Energy - LP Terminal, LLC",37.71769,-120.919
"Modesto, CA 511",37.687094,-120.920487
Ione Water Treatment Plant,38.351389,-120.927139
"Seneca Foods, LLC",37.625483,-120.936899
Signature Fruit Co. LLC - Plant 1,37.631121,-120.93757
PLM Operation; LLC,37.636831,-120.960056
Americold - Modesto 2115,37.635756,-120.962447
Valley Meat Co.,37.365033,-120.963823
Mercer Foods,37.63793,-120.96411
E & J Gallo Winery - Modesto,37.635278,-120.9825
Bronco Wine Company,37.548527,-120.982964
OLAM,37.595833,-120.983333
Dot Foods Distribution Center,37.597906,-120.985581
Almond Power Plant,37.573303,-120.986586
WinCo Foods LLC,37.57473,-120.987436
Stanislaus Farm Supply - Modesto,37.579796,-120.988533
Snowden Enterprises - Modesto,37.624178,-120.99073
Loma Rica Water Treatment Plant,39.224151,-120.99161
"Saputo Dairy Foods USA, LLC",37.25602,-120.996841
Eckert Cold Storage (Escalon),37.779766,-120.998527
CalChem Stanislaus County Inc.,37.711111,-121
Tri-Valley Growers Plant 2,37.711861,-121.007083
Crystal Creamery - Modesto Plant,37.64635,-121.01188
Saputo Cheese USA Inc.,37.311944,-121.015556
Amcor Manufacturing,37.163889,-121.016972
Banner-Taylor Chlorination Station,39.236861,-121.018
Woodland Generation Station,37.652314,-121.019322
Nevada City Wastewater Treatment Plant,39.25975,-121.03075
Bowman Water Treatment Plant,38.965472,-121.03675
Barrel Ten Quarter Circle Land Company,37.800278,-121.040556
Lake of the Pines Water Treatment Plant,39.033333,-121.05
Auburn Water Treatment Plant,38.922528,-121.0525
Grass Valley Wastewater Treatment Plant,39.205278,-121.055278
Cebro Frozen Foods,37.317778,-121.0575
Mallard's Food Facility,37.708056,-121.058333
RMCSD Water Treatment Plant,38.511028,-121.071806
"Covanta Stanislaus, Inc. (CSI)",37.390833,-121.076389
Lake of the Pines WWTP,39.034472,-121.080028
RMCSD Wastewater Reclamation Facility,38.485417,-121.083111
El Dorado Hills Water Treatment Plant,38.723333,-121.086667
"Tri-County Pool Service, Inc.",37.711664,-121.088852
"RBD California, Inc., DBA Pure Water Pool Service",37.711688,-121.088898
"SMS Briners, Inc.",37.925,-121.091667
Secondary Wastewater Treatment Plant,37.521944,-121.093056
North Auburn Water Treatment Plant,38.950047,-121.096661
Franzia Winery Ripon,37.793805,-121.100585
SMD-1 Wastewater Treatment Plant,38.96475,-121.107639
"Ratto Bros., Inc.",37.681389,-121.110833
"A Sambado & Son, Inc.",38.044722,-121.114944
AltaGas Ripon Energy Inc.,37.73114,-121.11638
Delicato Monterey Winery,36.1725,-121.122222
Sierra Pacific - Patterson,37.469299,-121.124809
Foothill Water Treatment Plant,38.863389,-121.125278
BC Systems King City,36.225833,-121.125833
Cosumnes Power Plant,38.3361,-121.1261
Patterson Vegetable Company,37.471656,-121.126884
"Basic Vegetable Products, L.P.",36.235278,-121.1275
"Calpine King City Cogen, LLC",36.2252,-121.1276
"Exel Inc., Stockton Refrigerated (Kraft Foods)",37.54584,-121.13069
WILDHORSE PROPANE,36.183333,-121.133333
Morada Produce,37.977374,-121.147322
SIMPLOT GROWER SOLUTIONS - STOCKTON,37.891717,-121.14755
Chinchiolo Stemilt,38.017222,-121.151611
"Sierra Hills Packing, Inc.",38.020639,-121.1525
"Sierra Chemical Co., Stockton Facility",37.5433,-121.1545
"Wilbur-Ellis Company LLC, Manteca",37.83,-121.16
San Juan Water District,38.714908,-121.173597
Lake Wildwood Water Treatment Plant,39.247677,-121.176974
Dr. Joe Waidhofer Water Treatment Plant,37.9625,-121.178333
City of Folsom Sewer Pump Station #1,38.649278,-121.182528
Roseville Water Treatment Plant,38.724028,-121.185333
Del Don Chemical Company,37.541583,-121.1935
Lineage Logistics - Manteca,37.78928,-121.194506
"Nestle Dreyer?s Ice Cream, Manteca Distribution",37.786944,-121.195556
California Fruit Processors LLC,38.138083,-121.205083
Victor Fruit,38.138083,-121.205083
Aerojet - Sacramento,38.629733,-121.2074
Eckert Cold Storage (Manteca),37.791718,-121.207826
Aerojet Fine Chemicals LLC,38.629444,-121.21
S38 Hazel Chlorine Station,38.632417,-121.2115
"Tri-Ag Fertilizers, Inc., Manteca Facility",37.769722,-121.214722
Lake Wildwood WWTP,39.234778,-121.218667
California Spray Dry Company,37.929806,-121.221806
Delicato Family Vineyards Manteca,37.853588,-121.222284
Sunset Water Treatment Plant,38.839167,-121.229083
OG Packing and Cold Storage,37.98717,-121.232978
FARMINGTON FRESH,37.89,-121.238611
"Unified Grocers, Inc.",37.983101,-121.242714
Fresh Start Bakeries,37.973445,-121.244236
Woodbridge Winery,38.159789,-121.244987
"Industrial Solution Services, Inc.",37.975173,-121.249877
"Stockton, CA 514",37.979167,-121.251389
"Diamond Walnut Growers, Inc.",37.948833,-121.253861
"Del Monte Foods, Plant 33",37.962889,-121.253972
Coastal Pacific Food Distributors,37.898362,-121.257304
Pacific Gas & Electric CNG Fueling Facility,37.796792,-121.257325
Wastewater Quality Control Facility,37.795778,-121.260639
Air Products Manufacturing Company - Stockton,37.913056,-121.261944
Coloma Treatment Plant,38.617778,-121.265278
"Stockton Logistics, LLC",37.905111,-121.266611
SSI Dry Grocery & Frozen Foods Division,37.808167,-121.270083
Lodi Export Group,38.13275,-121.27097
Lodi Export Group,38.13275,-121.27097
"Lodi Gas Storage, LLC",38.197222,-121.271222
"Cottage Bakery, Inc.",38.108554,-121.271686
"Tri Valley Growers, Plant 4",38.057417,-121.273389
J.R. Simplot Company,37.805832,-121.276115
DX SYSTEMS COMPANY,37.921667,-121.279722
"Pilkington NA, Inc.",37.81075,-121.28575
Western Farm Service - Vernalis,37.633333,-121.289444
San Joaquin CoGen Limited,37.806667,-121.289611
Carpenter Co. Lathrop Division,37.806575,-121.294186
Swiss American Sausage Company,37.803274,-121.295036
"Pure Pacific Organics, LLC",36.286667,-121.295833
Modesto Energy Limited Partnership,37.546167,-121.296361
"John Taylor Fertilizers Company, Inc - Stockton",37.932778,-121.303333
H.B. Fuller - Roseville Plant,38.78,-121.303611
"Sierra Chemical Co., Rocklin",38.816111,-121.308333
Save Mart Supermarkets #803,38.7926,-121.31013
S33 Cordova Sewage Pumping Station,38.602556,-121.312417
Rio Bravo Rocklin,38.83149,-121.313043
"Kiva Energy- LP Terminal, LLC Rocklin",38.810528,-121.316
WF1 Calvine Meadows WTP,38.451083,-121.316222
Dry Creek Regional Wastewater Treatment Plant,38.736667,-121.3175
Crowne Cold Storage - Stockton,37.947445,-121.324951
CALAMCO Stockton Terminal,37.948333,-121.325833
City of Galt Wastewater Treatment plant,38.298056,-121.326944
M&L Commodities dba Lineage Logistics - Stockton,37.949698,-121.327364
"DTE Stockton, LLC",37.943207,-121.329784
Tri Delta/LESCO,37.946667,-121.334944
"Rinchem Company, Inc.",36.9925,-121.3354
WQD Yard,38.551056,-121.336444
City of Stockton Tertiary Treatment Plant,37.937655,-121.338329
"Pacific Ethanol Stockton, LLC",37.941555,-121.33914
N 18 Northeast Chlorination Station,38.582472,-121.340806
Lodi Simplot Grower Solutions,38.10339,-121.351418
"Dole Fresh Vegetables, Inc.",36.454444,-121.355
Suburban Propane,38.2417,-121.356111
WT2 Waterman Road WTP,38.459111,-121.356139
"Georgia-Pacific Chemicals LLC - Elk Grove, CA",38.382164,-121.360489
Swim Chem,38.646556,-121.360694
"Wilbur-Ellis Company, Soledad",36.452535,-121.36944
Turner Road Vintners East,38.145833,-121.372222
Pioneer Americas LLC dba Olin Chlor Alkali Tracy,37.713333,-121.379444
BC Systems Inc,36.385421,-121.380222
White Slough Water Pollution Control Facility,38.088333,-121.383611
Combustion Turbine No. 2/Lodi Energy Center,38.091667,-121.3875
Turner Road Vintners West,38.138949,-121.387788
Systems Services of America,37.752921,-121.388254
Sierra Pool Chemical Corp.,38.499444,-121.389167
Sacramento Chemical Corporation,38.508889,-121.389722
Rinchem Hollister - CSC 15,36.892561,-121.396354
Parksite Water Treatment Plant,38.475417,-121.397222
HP Hood Sacramento,38.53371,-121.398688
"Air Products, Sacramento",38.529722,-121.398889
Westside Facility,38.15196,-121.39995
SCA Cogeneration Plant II,38.530841,-121.401669
Countryside Water Treatment Plant,38.46,-121.402389
"Tulelake, CA Satellite",41.901972,-121.4025
"George Chiala Farms, Inc",36.938985,-121.402508
Valspar Coatings - Sacramento,38.530483,-121.40394
S86 36th Ave & Power Inn Rd Chlor. Sta.,38.520556,-121.407806
"United States Cold Storage, Tracy",37.744722,-121.409167
McLane Foodservice - Tracy,37.759464,-121.411571
"Leprino Foods Company, Tracy, CA. Plant",37.7555,-121.41556
E.A. Fairbairn Water Treatment Plant,38.5575,-121.416111
N19 Arden Sewage Pumping Station,38.585167,-121.419778
City of Tracy Waste Water Treatment Plant,37.765556,-121.420833
G56 Rio Cosumnes Correctional Center WWTP,38.306972,-121.423944
"The Dow Chemical Company, Tracy, CA site",37.708333,-121.425
"Airgas, Northern California & Nevada",38.622194,-121.4255
City of Tracy John Jones Water Treatment Plant,37.683056,-121.439444
S23 San #2 Sewage Pumping Station,38.593306,-121.444333
"Taylor Farms Retail, Inc.",36.501389,-121.446944
California Fruit Processors LLC,37.9,-121.45
Pure Pacific Organics LLC,36.502222,-121.451111
"Wilbur-Ellis Company (Elk Grove, CA)",38.288727,-121.453615
S 10 Parkway Chlorine Station (Doss),38.4915,-121.457694
Miners Ranch Water Treatment Plant,39.511107,-121.460183
Carson Energy Cogeneration Plant,38.446361,-121.461111
Sacramento Regional Wastewater Treatment Plant,38.4485,-121.461667
Continental Chemical Company,38.603889,-121.463694
Campbell Soup Supply Company LLC -Sacramento Plant,38.510556,-121.467222
"United States Cold Storage of CA, Sacramento",38.503056,-121.471389
"Delta Farms Packing, Inc.",37.985039,-121.480836
Wilbur-Ellis Company LLC Rio Linda,38.686872,-121.481652
Growers Ag Service - Pleasant Grove,38.86737,-121.48396
"Bear River Supply, Inc.",38.979957,-121.487274
Capitol Station 65,38.596306,-121.490056
Crystal 10th Street Plant,38.586798,-121.49048
TRACY BIOMASS PLANT,37.721667,-121.491111
Sacramento River Water Treatment Plant,38.594722,-121.5009
Raley's Distribution Center,38.643056,-121.506111
Small-Scale Natural Gas Liquefaction Facility,38.572778,-121.509722
S 30 Natomas Sewage Pumping Station,38.629333,-121.513139
"Harvey Lyman Company, Walnut Grove Facility",38.23693,-121.51493
Crop Production Services - Walnut Grove,38.231667,-121.515556
Wastewater Treatment Plant,38.5625,-121.523611
"Sysco Sacramento, Inc.",38.777736,-121.523714
Jefferson Sewage Lift Station,38.584722,-121.525556
Costco Wholesale - Tracy Depot 172,37.718929,-121.528992
Costco Wholesale Meat Plant - Tracy,37.720819,-121.530144
Tracy Distribution Center,37.721722,-121.530417
Modern Ice & Cold Storage Company,37.21407,-121.53215
Fresh Leaf Farms LLC,36.594958,-121.536181
Bryte Sewage Lift Station,38.588889,-121.539444
"True Leaf Farms, LLC",36.861641,-121.541681
Olivehurst PUD Wastewater Treatment Plant,39.067139,-121.551139
George Kristoff Water Treatment Plant,38.598056,-121.551944
Earthbound Farm,36.873056,-121.553333
Mountain House Community Services District,37.797833,-121.5545
"AmeriGas - Oroville, CA Terminal",39.485278,-121.5575
"David J Elliot & Son, Stillwater Orchards",38.339485,-121.560371
Tony's Fine Foods/UNFI,38.590917,-121.560722
"Pacific Oroville Power, Inc.",39.481139,-121.564444
Sewerage Commission,39.487,-121.564639
"C&S Wholesale Grocers, Inc. - West Sacramento",38.562599,-121.569344
Northport Sewage Lift Station,38.577778,-121.569444
Industrial Sewage Lift Station,38.5725,-121.57
"Agrium US Inc, West Sacramento Nitrogen Operations",38.558333,-121.575833
Port Of Sacramento Industrial Park Industrial WTP,38.572778,-121.578611
PID Water Treatment Plant,39.814333,-121.580306
Linda County Water District,39.095556,-121.584167
Aqua Chlor by Swim Chem,37.745721,-121.584724
SEMCO North,36.639722,-121.610833
Yuba City Wastewater Treatment Facility,39.1075,-121.612278
CALIFORNIA COLD LOGISTICS,39.134256,-121.620792
Northern California Product Supply Center,38.561333,-121.621333
Taylor Farms California Inc.,36.653611,-121.6225
Taylor Farms Retail,36.658582,-121.622599
Yuba City Water Treatment Plant,39.160556,-121.624528
"S&P/D-10 Receiving, Inc",39.024056,-121.625167
Mann Packing Company,36.656306,-121.625175
Cool Pacific Land Company Inc.,36.660278,-121.625833
Taylor Farms Express Cooling,36.655704,-121.627034
Growers Ice Company,36.652778,-121.627778
Taylor Farms California,36.656667,-121.628611
D'Arrigo Brothers Company,36.622053,-121.631383
"Organicgirl, LLC",36.663889,-121.631389
"Taylor Fresh Foods, Inc.",36.656639,-121.632611
Dandy Cooling Company~Cross Dock Services,36.648056,-121.633056
GreenGate Fresh Salinas,36.645848,-121.634468
Salinas Valley Cooling,36.663178,-121.634859
Americold - Salinas 2118,36.659745,-121.635542
DRISCOLL STRAWBERRY ASSOC. INC.,36.654722,-121.636111
Feather River Energy Center,39.142861,-121.636778
Yuba City Energy Center,39.142861,-121.636778
"Fresh Express, Incorporated",36.65114,-121.63729
NUNES COOLING INC.,36.661243,-121.637431
Greenleaf  Unit 2,39.139393,-121.6391
LOMO COLD STORAGE,39.219611,-121.640417
Tanimura and Antle Fresh Foods Inc.,36.620472,-121.64375
NewStar Fresh Foods LLC.,36.677889,-121.644778
Altamont Landfill and Resource Recovery Facility,37.753333,-121.648611
Tanimura and Antle Fresh Foods Inc.,36.618611,-121.650278
Growers Ag Service,38.980834,-121.65583
Andpak Inc.,37.147389,-121.656222
Quadren Cryogenic Processing Ltd,38.908267,-121.662494
"John Taylor Fertilizer Company Inc., - Gridley",39.381389,-121.664444
Davis Water Pollution Control Plant,38.591667,-121.666222
"Wilbur-Ellis Company, Yuba City",39.140278,-121.671944
UNI-KOOL & MILLS COOLER,36.68425,-121.672944
UNI-KOOL MILLS,36.68425,-121.672944
UNI-KOOL PARTNERS,36.68425,-121.672944
DRISCOLL STRAWBERRY ASSOC. INC.,36.8925,-121.673611
Patterson Pass Water Treatment Plant,37.695556,-121.6825
Big Valley Ag Services,39.340279,-121.68385
Sutter Energy Center,39.053382,-121.695549
"Roy Riegels Chemical Co., - Robbins",38.868611,-121.705
City of Woodland Water Pollution Control Facility,38.662778,-121.714722
Burney Forest Power,40.879515,-121.719811
Woodland Regional Distribution Center,38.678333,-121.726389
Carmel Valley Filter Plant,36.454667,-121.732833
Coast American Cooling,36.755556,-121.736667
Woodland Biomass Facility,38.691111,-121.737778
"Johnson Controls, Inc.",37.696111,-121.738056
Randall-Bold Water Treatment Plant,37.980611,-121.740389
Ocean Mist Farms,36.761716,-121.74057
BUCRA - Supply Division,39.492011,-121.741275
"Wilbur-Ellis Company, Woodland",38.685833,-121.741667
Central Cold Storage,36.757756,-121.74295
"Metcalf Energy Center, LLC",37.2186,-121.7438
Falcon Trading,36.896389,-121.744167
"Coastal Cooling, LLC",36.756944,-121.744722
"Watsonville, Selinas - Plant # 80554",36.900753,-121.746431
Marinovich Cold Storage,36.8975,-121.746667
Wilbur Avenue East Power Plant,38.012222,-121.755556
Woodland Distribution Center,38.670778,-121.756
UCD  Wastewater Treatment Plant,38.5325,-121.756861
Gateway Generating Station,38.017539,-121.758667
Contra Costa Generating Station,38.018333,-121.761389
Agriform - Woodland,38.70866,-121.763481
"Birds Eye Foods, Inc. - Watsonville Plant",36.9025,-121.763611
Dole Berry Company - Watsonville,36.906665,-121.764999
"Americold, Watsonville - Plant # 80553",36.900723,-121.76535
Chemtec Inc.,39.697222,-121.766667
S. Martinelli & Company,36.903611,-121.77
Monterey Regional Treatment Plant,36.706389,-121.773056
Moss Landing Power Plant,36.804722,-121.775556
Lineage Logistics - Watsonville Hilltop,36.856918,-121.777
TSI Dixon,38.49641,-121.77874
DEL MAR COLD STORAGE,36.897506,-121.779798
FRANK CAPURRO & SON,36.822,-121.784
Wilbur West Power Plant,38.0125,-121.784167
"Dole Fresh Vegetables, Inc",36.726389,-121.785
"Toshiba America Electronic Components, Inc.",37.70532,-121.804401
"Bay Area Pool Chlor, Inc.",37.693333,-121.805833
Antioch Water Treatment Plant,37.993833,-121.807778
"John Taylor Fertilizers Company, Inc. - Elmira",38.3175,-121.819444
"Wilbur-Ellis Company, LLC Dixon",38.463844,-121.821359
Begonia Iron Removal Plant,36.523667,-121.832
Delta Energy Center,38.018333,-121.846111
"Calpine Pittsburg, LLC",38.025278,-121.849444
Central California Chemical Corp.,37.335556,-121.851389
Hasa Inc.- Pittsburg,38.018056,-121.854167
"The Dow Chemical Company, Pittsburg, CA site",38.024528,-121.854389
K2 Pure Solutions - Pittsburg Plant,38.025905,-121.85668
USS POSCO Industries,38.024972,-121.85925
Loveridge Road Power Plant,38.016111,-121.859722
"Praxair Distribution, Inc. (2008)",38.014722,-121.863889
"California Chemical of San Jose, Inc.",37.314167,-121.865833
East Third Street Power Plant,38.030694,-121.869667
The Eggo Company,37.355944,-121.871389
Los Medanos Energy Center,38.029444,-121.872778
Elcon Inc.,37.364444,-121.879444
Wilbur-Ellis Company Zamora Facility,38.801111,-121.883056
Pittsburg Generating Station,38.035278,-121.892222
Pittsburg Water Treatment Plant,38.008333,-121.902778
Easterly Wastewater Treatment Plant,38.346944,-121.905278
Hill Brothers Chemical Co. - San Jose Facility,37.382,-121.913889
Univar USA Inc.,37.387778,-121.915556
"Sumitomo Sitix Silicon, Inc., Fremont Div.",37.4585,-121.917
Carmel Area Wastewater District treatment facility,36.539722,-121.918889
OLS Energy Agnews,37.408333,-121.929167
Sycamore,39.0703,-121.933333
"Lumileds, LLC",37.379542,-121.935556
Criterion Catalysts &Technologies L.P. - Pittsburg,38.028333,-121.943056
Fisher Scientific Co- Western Distribution Center,37.380278,-121.944722
San Jose/Santa Clara Water Pollution Control Plant,37.4344,-121.9465
Fremont Ice Packaging Facility,37.511503,-121.949328
Travis AFB Water Treatment Plant,38.283611,-121.950556
South Afton Field,39.461667,-121.955306
"Air Products, Santa Clara",37.386111,-121.955833
Water Treatment Plant,38.352779,-121.964444
Fremont EMC / Electronics,37.5025,-121.965833
North Bay Regional Water Treatment Plant,38.298889,-121.967222
Clorox Products Manufacturing Company,38.28048,-121.970959
"Sysco San Francisco, Inc.",37.512156,-121.980684
Chemtrade West US LLC Bay Point Works,38.046667,-121.986111
"Polychemie Inc. - Pittsburg, CA",38.046667,-121.986389
Nichols Road Power Plant,38.043333,-121.987667
MOMENTIVE SPECIALTY CHEMICALS INC. - FREMONT,37.511111,-121.989167
Alta Devices Inc.,37.38537,-121.990937
SIMPLOT GROWER SOLUTIONS - COLUSA,39.18255,-121.996917
"Wilbur-Ellis Company, Colusa",39.180908,-121.997747
Cement Hill Water Treatment Plant,38.288333,-122.0075
"Wilbur-Ellis Company, Ord Bend",39.625278,-122.010556
Conrad Forest Products,38.96539,-122.01286
Sunnyvale Water Pollution Control Plant,37.419224,-122.015862
"Helena Chemical Company, Butte City, California",39.456389,-122.016667
"Matheson Tri-Gas - Newark, CA Branch",37.526667,-122.028611
Graham Hill Water Treatment Plant,37.000833,-122.031944
Dreyers Grand Ice Cream,37.605,-122.041389
Penske Logistics - Union City,37.595052,-122.042918
DAVIS WIRE CORPORATION - HAYWARD PLANT,37.608972,-122.045083
Rich Products Corporation- Union City Facility,37.604975,-122.04624
"Columbus Manufacturing, Inc.",37.61211,-122.04869
"MECS, Inc. Avon Plant",38.0239,-122.0553
"Christian & Hursh, - Arbuckle",39.016111,-122.055833
Sheldon United Terminal,38.235454,-122.061365
Waterman Water Treatment Plant,38.272222,-122.066389
"Air Products, Martinez-Tesoro",38.026667,-122.067222
Tesoro Golden Eagle Refinery,38.030833,-122.075
Fairfield Suisun Sewer District WWTP,38.220275,-122.080276
Anheuser-Busch Inc. - Fairfield Brewery,38.235931,-122.093062
Martinez Terminal,38.02952,-122.103226
Corning Wastewater Treatment Plant,39.916111,-122.104444
"North Bay Water Services, Inc.",38.086806,-122.106472
Air Products Martinez-Shell.,38.021111,-122.106667
"Columbus Manufacturing, Inc.",37.624444,-122.111667
"Eco Services, Martinez Plant",38.034722,-122.112778
"Shell Oil Products US, Martinez Refinery",38.018056,-122.112778
Palo Alto Regional Water Quality Control Plant,37.453056,-122.113611
Shell Chemical LP - Martinez Catayst Plant,38.026944,-122.116667
"Berkeley Farms, LLC",37.634722,-122.117222
Rohm and Haas - Hayward Plant,37.628889,-122.127222
"Russell City Energy Company, LLC",37.634111,-122.133118
"Praxair - Benicia, CA",38.074974,-122.134583
Valero Benicia Refinery,38.0744144,-122.144491
"Colusa County Farm Supply, Inc.",39.174644,-122.149188
The Hill Shire Brands Company - San Lorenzo,37.669,-122.153
Benicia Water Treatment Plant,38.10075,-122.162333
Albertsons Distribution Center #8745,37.707222,-122.164889
"John Taylor Fertilizer Company Inc., - Maxwell",39.275556,-122.17
AgriSource Maxwell,39.277442,-122.170097
Fleischmann's Yeast,37.739194,-122.177833
Alameda Chemical & Scientific - HTP,37.750932,-122.188026
"FXI, Inc.",37.709895,-122.190609
SIMPLOT GROWER SOLUTIONS - MAXWELL,39.333817,-122.192067
"Wilbur-Ellis Company LLC, Willows",39.496067,-122.19225
San Leandro Milk,37.72418,-122.192253
SIMPLOT GROWER SOLUTIONS - ORLAND,39.73567,-122.195217
Orland Fertilizer & Chemical Company,39.738889,-122.195278
"FP International - Redwood City, CA",37.487222,-122.213194
City of Red Bluff Wastewater Reclamation Plant,40.162275,-122.221378
Rolls-Royce Corporation,37.744422,-122.223174
Dreisbach Enterprises - Oakland,37.779556,-122.235417
Fleming Hill Water Treatment Plant,38.14,-122.243333
"General Mills, Inc. - Vallejo",38.081389,-122.245
Kelly-Moore Paint Company,37.505722,-122.2525
Rodeo Hydrogen Plant,38.047283,-122.255319
Complete Welders Supply,38.230556,-122.256389
"San Francisco Refinery at Rodeo, California",38.045833,-122.258333
"Johns Manville Corporation, Willows, CA",39.537806,-122.259722
Pinole-Hercules Water Pollution Control Plant,38.051667,-122.265278
Anderson Wastewater Treatment Plant,40.466389,-122.275
Wheelabrator Shasta Energy Company Inc.,40.4280795,-122.27943
"United States Cold Storage, Oakland",37.799444,-122.284444
Redding Stillwater Wastewater Treatment Plant,40.472511,-122.289166
Bayer HealthCare LLC - Berkeley Site,37.858361,-122.295611
Peninsula Chemical Company,37.549444,-122.309167
Mt. Shasta Wastewater Treatment Plant,41.277778,-122.31375
Dreisbach Enterprises - Richmond Facility,37.920745,-122.341009
Redding Clear Creek Wastewater Treatment Plant,40.496917,-122.356472
Fall Creek Water Pumping Station,41.977222,-122.364278
Richmond Terminal,37.919556,-122.364396
GATX Richmond Terminal,37.917778,-122.368333
Wintu Pumping Plant,40.592863,-122.369684
Water Pollutional Control Plant,37.966389,-122.376944
Chemtrade West US LLC,37.940278,-122.377222
Shasta Lake Wastewater Treatment Facility,40.662639,-122.378583
San Francisco International Airport WQCP,37.626861,-122.380139
"CHEM QUIP, INC. (White House Sales)",40.51577,-122.38043
"Mirant Potrero, LLC",37.756778,-122.382583
Columbus Manufacturing Inc.,37.65765,-122.38929
Grosvenor Donner Associates,37.72364,-122.393112
Chevron Richmond Refinery,37.9329,-122.3938
"VWR International, LLC",37.683111,-122.39575
Shasta Lake Water Treatment Facility,40.713889,-122.414722
Redding Foothill Water Treatment Plant,40.582183,-122.417927
The Ranch Winery,38.4887,-122.4279
City of St. Helena Wastewater & Reclamation Plant,38.5005,-122.440861
SCWA: Sonoma Valley CSDTP,38.251883,-122.441304
Main Street Facility Ammonia Refrigeration System,38.492222,-122.453056
University of California San Francisco,37.763908,-122.455905
Beringer Vineyards,38.513444,-122.479528
Redding Buckeye Water Treatment Plant,40.627,-122.488432
Central Marin Sanitation Agency,37.950111,-122.495806
Fall Creek Water Filtration Plant,41.771111,-122.525194
Sonoma Developmental Center,38.413333,-122.526389
Clear Creek CSD Water Treatment Plant,40.596486,-122.538125
Hidden Valley Lake CSD,38.772236,-122.565967
City of Petaluma Wastewater Treatment Plant,38.209167,-122.572778
Stafford Water Treatment Plant 2011,38.119722,-122.630278
Yreka - Waste Water Treatment Plant,41.743333,-122.630944
SCWA: Airport SZTP,38.517965,-122.806422
Town of Windsor Wastewater Treatment Plant,38.541778,-122.816778
SCWA: Wohler Chlorine Building,38.509619,-122.881356
SCWA: River Road Chlorine Building,38.49038,-122.884076
SCWA: Mirabel Chlorine Building,38.500841,-122.894527
CLMSD Wastewater Treatment Plant,39.014772,-122.924528
SCWA: Russian River CSDTP,38.485556,-122.999444
City of Cloverdale Wastewater Treatment Plant,38.795833,-123.009444
Wastewater Treatment Plant,38.3189,-123.0346
Alex R. Thomas & Company Packing House,39.106389,-123.190556
City of Ukiah Wastewater Treatment Plant,39.118611,-123.191111
City of Ukiah Water Treatment Plant,39.159944,-123.194417
Willits Water Quality Control Plant,39.419167,-123.342222
City of Fort Bragg Wastewater Treatment Plant,39.438889,-123.813333
Essex Control Center,40.906944,-124.054722
MCSD Wastewater Management Facility,40.5639,-124.0722
City of Arcata Wastewater Treatment Facility,40.855129,-124.090232
City of Fortuna Wastewater Treatment Plant,40.590156,-124.157692
Eureka Wastewater Treatment Plant,40.766389,-124.195278
Foster Dairy Farms dba Humboldt Creamery,40.61558,-124.20254
